run_timestamp_utc,rows_raw,rows_filtered,pct_invalid_timestamps,neg_resolution_intervals,sla_breach_pct
2025-07-10 07:51:48.414971+00:00,376,376,6.38,0,52.66
2025-07-10 07:52:02.046397+00:00,376,376,6.38,0,52.66
2025-07-10 07:52:36.886500+00:00,376,376,6.38,0,52.66
2025-07-10 07:53:20.647955+00:00,376,376,6.38,0,52.66
2025-07-10 07:54:05.318863+00:00,376,376,6.38,0,52.66
